[00:00:00,000] 这房子是租的还买的
[00:30:49,539] 我买这个草莓便宜
[00:30:50,539] 还是柜子
[00:30:51,539] 对对对
[00:30:52,539] 主要还是这点的改变
[00:30:53,539] 对这个改变
[00:30:54,539] 其实当然也是一个
[00:30:55,539] 非常好的事情
[00:30:56,539] 但是可能人
[00:30:57,539] 就是你很快就会适应
[00:30:58,539] 然后你也不觉得这个
[00:31:00,539] 就是回到你很开心
[00:31:01,539] 或者怎么样对吧
[00:31:03,539] 然后其实到后面
[00:31:04,539] 我觉得其实已经
[00:31:05,539] 挺长时间了
[00:31:06,539] 就是一种
[00:31:07,539] 就是可以说有两件事
[00:31:08,539] 在困扰着我
[00:31:09,539] 一件事就是说
[00:31:11,539] 我现在还是忍不住
[00:31:12,539] 要看这个东西
[00:31:13,539] 我觉得这个东西
[00:31:14,539] 它就是
[00:31:15,539] 它就有点像毒我
[00:31:16,539] 它就是拉高了
[00:31:17,539] 你的那个多般的预知
[00:31:19,539] 所以说它让你对生活中很多
[00:31:21,539] 你之前可以比较
[00:31:22,539] 平静的享受的失效
[00:31:24,539] 让你就没有办法去
[00:31:26,539] 就那么享受了
[00:31:27,539] 所以说我觉得我之前的
[00:31:29,539] 很多爱好
[00:31:30,539] 比如说之前很喜欢看书
[00:31:32,539] 然后看电影
[00:31:33,539] 这些东西
[00:31:34,539] 之前比如上班的时候
[00:31:35,539] 周末我可以拿本书
[00:31:36,539] 看一天
[00:31:37,539] 现在就是
[00:31:38,539] 那我看一会
[00:31:40,539] 我就想去看看盘
[00:31:41,539] 对
[00:31:42,539] 它如果是打断这个东西
[00:31:43,539] 心情比较浮躁一点
[00:31:45,539] 对对对
[00:31:46,539] 快乐的预指提高了
[00:31:48,539] 对快乐的预指提高了
[00:31:49,539] 就感觉这玩笑
[00:31:50,539] 比如说打游戏
[00:31:51,539] 你原来新手撑
[00:31:52,539] 出来
[00:31:53,539] 对对对
[00:31:54,539] 打得很喜庆
[00:31:55,539] 出来一身神装
[00:31:56,539] 怎么看这么意思
[00:31:57,539] 对对对
[00:31:58,539] 是的
[00:31:59,539] 然后那其实
[00:32:00,539] 那好说
[00:32:01,539] 比如说你对其他的事情
[00:32:02,539] 感觉没那么有意思
[00:32:03,539] 但是其实这个
[00:32:04,539] 就比如说
[00:32:05,539] 就是赚钱
[00:32:06,539] 这件事本身
[00:32:07,539] 慢慢
[00:32:08,539] 其实你也有点
[00:32:09,539] 就是麻木
[00:32:10,539] 对
[00:32:11,539] 因为当他没有办法
[00:32:12,539] 对你的现实生活
[00:32:13,539] 带来很多改变的时候
[00:32:14,539] 那其实他也就是一个
[00:32:16,539] 像是一个数字游戏
[00:32:17,539] 也没有太多感觉
[00:32:19,539] 所以我想了很多
[00:32:20,539] 我想怎么介绍他
[00:32:21,539] 比如说我尝试我好几次
[00:32:22,539] 比如说把软件
[00:32:23,539] 删掉还是怎么样的
[00:32:24,539] 可能还没有
[00:32:25,539] 彻底能够跟这个东西
[00:32:27,539] 也脱离开来
[00:32:28,539] 是的
[00:32:29,539] 这个事情现在还是
[00:32:30,539] 有点困扰着你
[00:32:31,539] 对
[00:32:32,539] 我觉得这个
[00:32:33,539] 对我的正常生活有影响
[00:32:34,539] 而且
[00:32:35,539] 我觉得
[00:32:36,539] 我可能
[00:32:37,539] 每天也会有比较多的时间
[00:32:38,539] 在那种
[00:32:39,539] 比较
[00:32:40,539] 就是高
[00:32:41,539] 虚无
[00:32:42,539] 不是
[00:32:43,539] 就是比如说
[00:32:44,539] 开始的时候
[00:32:45,539] 我的那个情绪状态
[00:32:46,539] 比如说这个
[00:32:47,539] 有时候感觉对健康
[00:32:48,539] 也是会有一些影响
[00:32:49,539] 因为我之前就得了假抗
[00:32:51,539] 然后最近
[00:32:52,539] 就感觉要复发了这种
[00:32:54,539] 这个是一个
[00:32:55,539] 然后另外就是像你刚刚说
[00:32:56,539] 就是虚无
[00:32:57,539] 就是我不知道要干什么
[00:32:58,539] 这个我觉得也是
[00:32:59,539] 非常大的一个问题
[00:33:00,539] 就是
[00:33:01,539] 你可以说基本上是自由了
[00:33:02,539] 对吧
[00:33:03,539] 首先不用上班了
[00:33:04,539] 然后基本上
[00:33:05,539] 绝大部分
[00:33:06,539] 想做的事情
[00:33:07,539] 其实也都可以做
[00:33:08,539] 但是就是不知道要干嘛了
[00:33:09,539] 就是
[00:33:10,539] 好像科尔凯国尔说
[00:33:11,539] 就是自由的血余
[00:33:12,539] 就是你不知道
[00:33:13,539] 应该往哪儿走
[00:33:14,539] 还好
[00:33:15,539] 说这个肯定就很多人
[00:33:16,539] 说反尔赛
[00:33:17,539] 包括我给我
[00:33:18,539] 给我一些朋友
[00:33:19,539] 出来吃饭嘛
[00:33:20,539] 我给你讲这个东西
[00:33:21,539] 肯定要觉得反尔赛
[00:33:22,539] 就我只能用
[00:33:23,539] 英文就是请你吃饭来
[00:33:25,539] 弥补这些东西
[00:33:26,539] 对 但是确实是这样的感觉
[00:33:28,539] 就是很虚无
[00:33:29,539] 很迷嘛
[00:33:30,539] 就是我不知道要干嘛
[00:33:31,539] 然后另外就是
[00:33:32,539] 就我状态来说
[00:33:33,539] 就是极度缺乏社交嘛
[00:33:34,539] 因为其实比如说
[00:33:35,539] 像我周末还好
[00:33:36,539] 就老婆在家
[00:33:37,539] 对吧
[00:33:38,539] 但是比如说
[00:33:39,539] 周一到周五
[00:33:40,539] 就比如说自己在家
[00:33:41,539] 就感觉状态就是很差
[00:33:42,539] 有时候又会胡思乱想
[00:33:43,539] 或者怎么样
[00:33:44,539] 然后找朋友吧
[00:33:45,539] 就实在是人家也要上班对吧
[00:33:47,539] 就是你也没有什么人
[00:33:48,539] 就可以交了
[00:33:49,539] 那你就是
[00:33:50,539] 对你现在目前这个
[00:33:52,539] 发展趋势啊
[00:33:53,539] 不过是往后几年
[00:33:55,539] 你的一个预判
[00:33:56,539] 会是什么样子的
[00:33:57,539] 我觉得首先就是
[00:33:59,539] 比如说对于
[00:34:00,539] 我的这个股票嘛
[00:34:01,539] 我是没有什么
[00:34:02,539] 太太太多担心的
[00:34:04,539] 当然我也讲
[00:34:05,539] 之前的说法
[00:34:06,539] 肯定有运钱因素
[00:34:07,539] 但是每天搞个
[00:34:08,539] 就是比如说下午十个点
[00:34:10,539] 这个我觉得还是
[00:34:11,539] 并不太难做到
[00:34:13,539] 至少就是说
[00:34:14,539] 在未来几年的这个时间内
[00:34:16,539] 但是对于我的生活
[00:34:18,539] 会怎么样
[00:34:19,539] 我觉得可能就是一片迷茫
[00:34:21,539] 就是有不少
[00:34:22,539] 对就是反正也没有什么方向
[00:34:24,539] 而且包括我之前
[00:34:25,539] 考虑要不要离开北京啊等等
[00:34:27,539] 就各种各样的问题
[00:34:28,539] 包括会做什么等等
[00:34:30,539] 就是很多都是
[00:34:32,539] 非常迷茫的状态
[00:34:33,539] 这个事情给你
[00:34:35,539] 就是给你父母
[00:34:36,539] 有造成什么影响吗
[00:34:37,539] 给父母
[00:34:38,539] 首先父母肯定很开心嘛
[00:34:40,539] 然后其次我也觉得
[00:34:41,539] 就是这个东西
[00:34:42,539] 就是你赚到钱中
[00:34:44,539] 你的那种野行的话语权
[00:34:46,539] 就是家庭
[00:34:47,539] 就是会有提升的
[00:34:49,539] 就比如说你之前
[00:34:50,539] 就有时候父母
[00:34:51,539] 他一定要早上
[00:34:52,539] 他做好饭
[00:34:53,539] 他一定要叫你出来吃饭
[00:34:54,539] 现在就对你客气多了
[00:34:55,539] 对
[00:34:56,539] 就现在可能就不会
[00:34:57,539] 比如说以前要熬夜
[00:34:58,539] 他一定要叫你睡觉
[00:34:59,539] 现在就可能就你随便了
[00:35:01,539] 我觉得还是有野行的
[00:35:03,539] 还是就是会有这种东西
[00:35:05,539] 那你比方说你对观众
[00:35:07,539] 有什么想说的吗
[00:35:09,539] 首先我不介意大家炒股
[00:35:11,539] 但是我也不介意大家不炒
[00:35:13,539] 因为其实我看到好多人就是
[00:35:15,539] 介意大家就是千万不要炒股
[00:35:17,539] 或者说千万不要投资怎么样
[00:35:19,539] 但是我觉得这个东西
[00:35:20,539] 就是你如果说
[00:35:22,539] 没有就是做好一定的准备
[00:35:24,539] 就是你如果没有一定的
[00:35:26,539] 自己的想法
[00:35:27,539] 那你确实不要搞这个东西
[00:35:28,539] 但是如果你做好了学习的准备
[00:35:30,539] 并且你也真的能找到
[00:35:32,539] 一条有效的路径去学习的话
[00:35:35,539] 然后你自己也想尝试的话
[00:35:37,539] 那其实你也可以尝试
[00:35:38,539] 我想说就是其实投资有很多方法
[00:35:40,539] 那前面我讲很多对
[00:35:42,539] 就是所谓的价值投资
[00:35:44,539] 一些负面的看法
[00:35:46,539] 但是你有很多价值投资
[00:35:48,539] 做得很好的人
[00:35:49,539] 但是我想说就是说
[00:35:50,539] 我建议大家不要像那种
[00:35:51,539] 点行的那种散户的
[00:35:53,539] 那种用户还像那样炒股
[00:35:55,539] 就是大家做这个东西
[00:35:57,539] 就一定要有了解
[00:35:58,539] 像我讲的这个量化
[00:35:59,539] 这是我自己的
[00:36:01,539] 就是成功的一个方法
[00:36:03,539] 那我觉得就是大家如果
[00:36:04,539] 采用这个方法
[00:36:06,539] 然后你用这个方法
[00:36:07,539] 就思考用这个方法去来做的话
[00:36:09,539] 至少成功率
[00:36:10,539] 就不敢保证你这种赚钱
[00:36:12,539] 那这样成功率是比量
[00:36:13,539] 自己瞎做是要高很多的
[00:36:16,539] 所以说我觉得就是说
[00:36:17,539] 大家投资一定要有思考
[00:36:18,539] 就是其实其实我看
[00:36:19,539] 就是很多人真的就是说
[00:36:21,539] 确实是怎么讲的
[00:36:22,539] 生活中修修补补
[00:36:24,539] 股市中恢结补徒对吧
[00:36:25,539] 就很多人就是
[00:36:27,539] 比较懒於去思考吧
[00:36:28,539] 其实你在这方面付出一些努力
[00:36:30,539] 可能你获得的收益要比
[00:36:32,539] 他经历在日常省电钱
[00:36:34,539] 对对对
[00:36:35,539] 伟巴率来的高得多
[00:36:36,539] 对对对
[00:36:37,539] 是的是的
[00:36:38,539] 其实还是怎么说
[00:36:40,539] 赚不赚钱最终还是要回归
[00:36:41,539] 到生活的本质是吧
[00:36:43,539] 对对
[00:36:44,539] 你现在就有点虚无了
[00:36:45,539] 对是的是
[00:36:46,539] 这需要一个过程吧
[00:36:47,539] 其实我觉得就是
[00:36:48,539] 像我修迷茫
[00:36:49,539] 那肯定也不是天天就这样修
[00:36:51,539] 就肯定是想办法对吧
[00:36:53,539] 比如说我也有
[00:36:54,539] 看蓝长一多二时间了
[00:36:55,539] 卸了几千十
[00:36:56,539] 很多就是道理你都懂
[00:36:58,539] 但是可能具体做完
[00:36:59,539] 还是让你自己去做对吧
[00:37:00,539] 然后包括前二十年
[00:37:02,539] 认识了一个
[00:37:03,539] 他是工艺圈子的一个朋友
[00:37:04,539] 然后也准备年后去
[00:37:06,539] 跟他去会议会
[00:37:07,539] 去尝试去做一些
[00:37:09,539] 就跟人打交道的事情
[00:37:11,539] 然后可以帮助别人的事情
[00:37:12,539] 当然首先呢
[00:37:13,539] 还是从自己的角度出发
[00:37:14,539] 想要去治愈一下
[00:37:16,539] 自己冲虚无干
[00:37:17,539] 或者迷茫的感觉
[00:37:18,539] 对
[00:37:19,539] 哇
[00:37:20,539] 我个天花板啊
[00:37:21,539] 靠
[00:37:22,539] 撤你一顿
[00:37:23,539] 带我吃北京烤鸭天花板
[00:37:25,539] 人均多少
[00:37:26,539] 七百
[00:37:27,539] 七百
[00:37:28,539] 七百块钱
[00:37:29,539] 大董北京烤鸭
[00:37:31,539] 挂楼代言人
[00:37:32,539] 靠
[00:37:33,539] 你看他就很高大
[00:37:35,539] 靠
[00:37:36,539] 这么高级的东西
[00:37:37,539] 黑松露
[00:37:38,539] 黑松露奶油
[00:37:40,539] 海參
[00:37:41,539] 蘸着吗
[00:37:42,539] 是
[00:37:43,539] 这家味道就是还可以
[00:37:44,539] 上菜也很快
[00:37:45,539] 嗯
[00:37:46,539] 推荐的不错
[00:37:48,539] 挺好吃的
